Image_ID,label,ImagePath,num_boxes,source,license,split
ID_BBvYZW.jpg,anthracnose,dataset/images/train/ID_BBvYZW.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_LA1RfJ.jpg,anthracnose,dataset/images/train/ID_LA1RfJ.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_g2hDnw.jpeg,cssvd,dataset/images/train/ID_g2hDnw.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_LYUyZU.jpg,cssvd,dataset/images/train/ID_LYUyZU.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_K8wlr4.jpg,healthy,dataset/images/train/ID_K8wlr4.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_sN2bLm.jpg,anthracnose,dataset/images/train/ID_sN2bLm.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_kM4ZMS.jpg,cssvd,dataset/images/train/ID_kM4ZMS.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_SnZbaF.jpg,cssvd,dataset/images/train/ID_SnZbaF.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_W3tZGh.jpg,anthracnose,dataset/images/train/ID_W3tZGh.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ThOlqa.jpeg,cssvd,dataset/images/train/ID_ThOlqa.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_juvCy8.jpg,healthy,dataset/images/train/ID_juvCy8.jpg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_LrB7sR.jpg,cssvd,dataset/images/train/ID_LrB7sR.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_V42JvR.jpg,anthracnose,dataset/images/train/ID_V42JvR.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_bfarqM.jpg,cssvd,dataset/images/train/ID_bfarqM.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_v0zx0A.jpg,cssvd,dataset/images/train/ID_v0zx0A.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_yWrEF8.jpg,cssvd,dataset/images/train/ID_yWrEF8.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_XzaCEe.jpg,cssvd,dataset/images/train/ID_XzaCEe.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_HaOGCE.jpeg,healthy,dataset/images/train/ID_HaOGCE.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_mUk7Wy.jpg,cssvd,dataset/images/train/ID_mUk7Wy.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_gyDANz.jpg,anthracnose,dataset/images/train/ID_gyDANz.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_vgl5B3.jpg,cssvd,dataset/images/train/ID_vgl5B3.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_QBnWWr.jpeg,cssvd,dataset/images/train/ID_QBnWWr.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_MaApCr.jpg,cssvd,dataset/images/train/ID_MaApCr.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_oi4fj7.jpeg,healthy,dataset/images/train/ID_oi4fj7.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_OB1kf9.jpg,anthracnose,dataset/images/train/ID_OB1kf9.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_KoUDAP.jpeg,anthracnose,dataset/images/train/ID_KoUDAP.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_YthQON.jpg,healthy,dataset/images/train/ID_YthQON.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_kOXMTE.jpg,healthy,dataset/images/train/ID_kOXMTE.jpg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_QHQBP0.jpeg,cssvd,dataset/images/train/ID_QHQBP0.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_c1u37h.jpg,cssvd,dataset/images/train/ID_c1u37h.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_E2z7VZ.jpg,cssvd,dataset/images/train/ID_E2z7VZ.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_eGsJiZ.jpeg,anthracnose,dataset/images/train/ID_eGsJiZ.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_y8XC1v.jpg,cssvd,dataset/images/train/ID_y8XC1v.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_OsqbyN.jpeg,healthy,dataset/images/train/ID_OsqbyN.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_uOlxFP.jpg,cssvd,dataset/images/train/ID_uOlxFP.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_eey8s2.jpg,healthy,dataset/images/train/ID_eey8s2.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_qOoR5L.jpg,healthy,dataset/images/train/ID_qOoR5L.jpg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_XSYdRk.jpg,cssvd,dataset/images/train/ID_XSYdRk.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_UirbW6.jpg,cssvd,dataset/images/train/ID_UirbW6.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_OZKe2E.jpg,anthracnose,dataset/images/train/ID_OZKe2E.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_F6TP4E.jpg,anthracnose,dataset/images/train/ID_F6TP4E.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ZO7DZ2.jpeg,healthy,dataset/images/train/ID_ZO7DZ2.jpeg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_x61fkO.jpg,cssvd,dataset/images/train/ID_x61fkO.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_rpnYai.jpg,cssvd,dataset/images/train/ID_rpnYai.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_RIpsqo.jpg,anthracnose,dataset/images/train/ID_RIpsqo.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_sCZQL0.jpeg,anthracnose,dataset/images/train/ID_sCZQL0.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_msebas.jpg,cssvd,dataset/images/train/ID_msebas.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_QC7z5Q.jpg,healthy,dataset/images/train/ID_QC7z5Q.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_us6GMw.jpg,healthy,dataset/images/train/ID_us6GMw.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_TtPkWq.jpg,cssvd,dataset/images/train/ID_TtPkWq.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_f2vgp4.jpeg,cssvd,dataset/images/train/ID_f2vgp4.jpeg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_d61OGS.jpg,healthy,dataset/images/train/ID_d61OGS.jpg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_qPUQsG.jpeg,anthracnose,dataset/images/train/ID_qPUQsG.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_le62WX.jpg,cssvd,dataset/images/train/ID_le62WX.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_wxMIYD.jpg,cssvd,dataset/images/train/ID_wxMIYD.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_mRAV1C.jpeg,healthy,dataset/images/train/ID_mRAV1C.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_AclybJ.jpeg,healthy,dataset/images/train/ID_AclybJ.jpeg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_sCqesh.jpg,cssvd,dataset/images/train/ID_sCqesh.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_YOclUq.jpg,anthracnose,dataset/images/train/ID_YOclUq.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Tj4DHl.jpg,cssvd,dataset/images/train/ID_Tj4DHl.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_jZ6PSF.jpeg,anthracnose,dataset/images/train/ID_jZ6PSF.jpeg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_YvHJUD.jpg,healthy,dataset/images/train/ID_YvHJUD.jpg,6,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ksTllB.jpg,cssvd,dataset/images/train/ID_ksTllB.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_VeUIHl.jpg,cssvd,dataset/images/train/ID_VeUIHl.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_tyrki9.jpg,cssvd,dataset/images/train/ID_tyrki9.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_JKxshr.jpg,cssvd,dataset/images/train/ID_JKxshr.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_s4mXAl.jpg,healthy,dataset/images/train/ID_s4mXAl.jpg,6,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_T8p6Xb.jpg,cssvd,dataset/images/train/ID_T8p6Xb.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_i801bC.jpeg,healthy,dataset/images/train/ID_i801bC.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_zchQwu.JPG,healthy,dataset/images/train/ID_zchQwu.JPG,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_cuOweZ.jpeg,healthy,dataset/images/train/ID_cuOweZ.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_SWwaf9.jpg,anthracnose,dataset/images/train/ID_SWwaf9.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_gtpgqz.jpeg,anthracnose,dataset/images/train/ID_gtpgqz.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_hwixaZ.jpg,healthy,dataset/images/train/ID_hwixaZ.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_tqIQWi.jpeg,anthracnose,dataset/images/train/ID_tqIQWi.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_UW3QEr.jpg,healthy,dataset/images/train/ID_UW3QEr.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_yhChmA.jpg,healthy,dataset/images/train/ID_yhChmA.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_pnx4tT.jpg,healthy,dataset/images/train/ID_pnx4tT.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_yAIVyc.jpg,anthracnose,dataset/images/train/ID_yAIVyc.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_fIIdPO.jpg,cssvd,dataset/images/train/ID_fIIdPO.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_cLfqXO.jpg,cssvd,dataset/images/train/ID_cLfqXO.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_qvQh7L.jpeg,healthy,dataset/images/train/ID_qvQh7L.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_UlmVRq.jpeg,healthy,dataset/images/train/ID_UlmVRq.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_XZP60v.jpg,cssvd,dataset/images/train/ID_XZP60v.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_EeA8wd.jpg,anthracnose,dataset/images/train/ID_EeA8wd.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ZJPSpR.jpg,cssvd,dataset/images/train/ID_ZJPSpR.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_L5fquz.jpeg,healthy,dataset/images/train/ID_L5fquz.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_DFEeGC.jpg,healthy,dataset/images/train/ID_DFEeGC.jpg,5,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_l6Z8Q3.jpg,anthracnose,dataset/images/train/ID_l6Z8Q3.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Tg0o4L.jpg,anthracnose,dataset/images/train/ID_Tg0o4L.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_eouLVP.jpg,cssvd,dataset/images/train/ID_eouLVP.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_LmfhQZ.jpg,cssvd,dataset/images/train/ID_LmfhQZ.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_D6vTnI.jpg,anthracnose,dataset/images/train/ID_D6vTnI.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_zngwIi.jpeg,anthracnose,dataset/images/train/ID_zngwIi.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_eQvEZ5.jpg,cssvd,dataset/images/train/ID_eQvEZ5.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_tsgpAg.jpeg,healthy,dataset/images/train/ID_tsgpAg.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_X08ZOL.jpg,cssvd,dataset/images/train/ID_X08ZOL.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_PtGTis.jpg,healthy,dataset/images/train/ID_PtGTis.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_tF15OA.jpeg,cssvd,dataset/images/train/ID_tF15OA.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Dklng8.jpeg,healthy,dataset/images/train/ID_Dklng8.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_rqTf7w.jpeg,anthracnose,dataset/images/train/ID_rqTf7w.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_nlnbUs.jpg,anthracnose,dataset/images/train/ID_nlnbUs.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_CWlLEm.jpg,cssvd,dataset/images/train/ID_CWlLEm.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_cDmnDS.jpeg,healthy,dataset/images/train/ID_cDmnDS.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Q9wpbL.jpeg,healthy,dataset/images/train/ID_Q9wpbL.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_WedWGw.JPG,anthracnose,dataset/images/train/ID_WedWGw.JPG,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_fzjxYG.jpg,healthy,dataset/images/train/ID_fzjxYG.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_XZuUTY.jpg,cssvd,dataset/images/train/ID_XZuUTY.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_SnC6Z6.jpg,anthracnose,dataset/images/train/ID_SnC6Z6.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_gY5mUC.jpg,anthracnose,dataset/images/train/ID_gY5mUC.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_RUkh8E.JPG,healthy,dataset/images/train/ID_RUkh8E.JPG,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_tbbAga.jpeg,anthracnose,dataset/images/train/ID_tbbAga.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_CFmEKi.jpg,anthracnose,dataset/images/train/ID_CFmEKi.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Kpsk9b.jpg,healthy,dataset/images/train/ID_Kpsk9b.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_LPBod4.jpg,cssvd,dataset/images/train/ID_LPBod4.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Rrwrlk.jpg,healthy,dataset/images/train/ID_Rrwrlk.jpg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ntpJFa.jpg,healthy,dataset/images/train/ID_ntpJFa.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_LQewWr.jpg,anthracnose,dataset/images/train/ID_LQewWr.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_LV1ldK.jpg,healthy,dataset/images/train/ID_LV1ldK.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_cbNtpG.jpg,anthracnose,dataset/images/train/ID_cbNtpG.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_kbd0Xo.jpeg,anthracnose,dataset/images/train/ID_kbd0Xo.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_KKwZd3.jpg,cssvd,dataset/images/train/ID_KKwZd3.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_m7bs9r.jpeg,cssvd,dataset/images/train/ID_m7bs9r.jpeg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_TOxurW.jpeg,anthracnose,dataset/images/train/ID_TOxurW.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_O8gugR.jpg,anthracnose,dataset/images/train/ID_O8gugR.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_PNVuY8.JPG,cssvd,dataset/images/train/ID_PNVuY8.JPG,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_sGmRwf.jpg,anthracnose,dataset/images/train/ID_sGmRwf.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_QXmIej.jpg,cssvd,dataset/images/train/ID_QXmIej.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_B5gUqH.jpg,cssvd,dataset/images/train/ID_B5gUqH.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_t21MgN.jpg,cssvd,dataset/images/train/ID_t21MgN.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_fO3HxG.jpg,healthy,dataset/images/train/ID_fO3HxG.jpg,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_IcRNaZ.jpg,cssvd,dataset/images/train/ID_IcRNaZ.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_wsyA9c.jpg,cssvd,dataset/images/train/ID_wsyA9c.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_M1CmZf.jpg,healthy,dataset/images/train/ID_M1CmZf.jpg,9,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_SuY5t1.jpeg,healthy,dataset/images/train/ID_SuY5t1.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_H9iMaQ.jpg,cssvd,dataset/images/train/ID_H9iMaQ.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_VrFL6p.jpg,anthracnose,dataset/images/train/ID_VrFL6p.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_jTqcfA.jpeg,anthracnose,dataset/images/train/ID_jTqcfA.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_gbFvc6.jpeg,anthracnose,dataset/images/train/ID_gbFvc6.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_iW1bUG.jpg,healthy,dataset/images/train/ID_iW1bUG.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_mw6pUE.jpeg,anthracnose,dataset/images/train/ID_mw6pUE.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_su8bg4.jpeg,cssvd,dataset/images/train/ID_su8bg4.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_clLM5l.jpeg,anthracnose,dataset/images/train/ID_clLM5l.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_wr7B40.jpg,healthy,dataset/images/train/ID_wr7B40.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_PUIQYJ.jpg,cssvd,dataset/images/train/ID_PUIQYJ.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_biHKr4.jpg,anthracnose,dataset/images/train/ID_biHKr4.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_nrnXdN.jpg,anthracnose,dataset/images/train/ID_nrnXdN.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ZAZqEQ.jpg,cssvd,dataset/images/train/ID_ZAZqEQ.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_TKxXRz.jpg,anthracnose,dataset/images/train/ID_TKxXRz.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Nem3bT.jpeg,anthracnose,dataset/images/train/ID_Nem3bT.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_BRHvDo.jpeg,anthracnose,dataset/images/train/ID_BRHvDo.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_pMQKkv.jpg,cssvd,dataset/images/train/ID_pMQKkv.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_T7OyxZ.jpg,anthracnose,dataset/images/train/ID_T7OyxZ.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_zvYoSs.jpeg,cssvd,dataset/images/train/ID_zvYoSs.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Kyt9hn.JPG,healthy,dataset/images/train/ID_Kyt9hn.JPG,4,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_QRRl9r.jpg,cssvd,dataset/images/train/ID_QRRl9r.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_UitYGq.jpg,cssvd,dataset/images/train/ID_UitYGq.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ocPGkG.jpeg,anthracnose,dataset/images/train/ID_ocPGkG.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_V5V49Z.jpg,healthy,dataset/images/train/ID_V5V49Z.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_AECW0W.jpg,cssvd,dataset/images/train/ID_AECW0W.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_QWzTTz.jpg,anthracnose,dataset/images/train/ID_QWzTTz.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_qOxK7N.jpg,cssvd,dataset/images/train/ID_qOxK7N.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ceAA7i.jpg,cssvd,dataset/images/train/ID_ceAA7i.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_sHxWtb.jpeg,healthy,dataset/images/train/ID_sHxWtb.jpeg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_G9wXVn.jpg,anthracnose,dataset/images/train/ID_G9wXVn.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_XgNNaj.jpg,anthracnose,dataset/images/train/ID_XgNNaj.jpg,7,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_eLtbFJ.jpg,anthracnose,dataset/images/train/ID_eLtbFJ.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_y5u5jO.jpeg,anthracnose,dataset/images/train/ID_y5u5jO.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_MrTHod.jpg,healthy,dataset/images/train/ID_MrTHod.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_wQqZSX.jpg,cssvd,dataset/images/train/ID_wQqZSX.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_SnIRkY.jpeg,healthy,dataset/images/train/ID_SnIRkY.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_ujqwJZ.jpg,anthracnose,dataset/images/train/ID_ujqwJZ.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_Bsf2cS.jpg,cssvd,dataset/images/train/ID_Bsf2cS.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_RDpYbj.jpeg,anthracnose,dataset/images/train/ID_RDpYbj.jpeg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_qNI35r.jpg,cssvd,dataset/images/train/ID_qNI35r.jpg,2,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_y8uNwm.jpg,anthracnose,dataset/images/train/ID_y8uNwm.jpg,3,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_bW9M35.JPG,anthracnose,dataset/images/train/ID_bW9M35.JPG,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
ID_eMF3o4.jpg,cssvd,dataset/images/train/ID_eMF3o4.jpg,1,amini-cocoa-contamination-dataset,CC BY 4.0,train
